[170, 26.78, 10, 4, 32, 3, 25, 2, 4444]
[171, 5.4, 10, 6, 38, 16, 56, 1, 4030]
[172, 38.0, 6, 9, 34, -7, 48, 1, 1245]
[173, 11.15, 4, 9, 22, -11, 28, 1, 2778]
[177, 2.3, 12, 1, 38, 78, 89, 2, 4900]
[180, 416.4, 10, 20, 38, -37, 25, 2, 148]
[184, 15.85, 12, 1, 17, 20, 39, 2, 1450]
[187, 14.4, 3, 11, 34, -7, 43, 1, 38]
[189, 75.48, 10, 10, 19, 5, 27, 2, 25184]
[190, 64.4, 9, 2, 22, 23, 42, 1, 2414]
[192, 7.9, 8, 15, 38, -10, 43, 2, 1455]
[195, 19.05, 3, 9, 10, -1, 12, 1, 239]
[197, 40.73, 9, 1, 30, 41, 68, 1, 239]
[199, 96.2, 13, 16, 9, -6, 8, 2, 8793]
[200, 50.83, 7, 7, 34, 5, 54, 2, 235]
[201, 1.55, 3, 17, 33, -13, 39, 2, 35137]
[202, 34.15, 7, 18, 34, -44, 18, 1, 724]
[206, 34.0, 7, 6, 22, -2, 30, 1, 678]
[208, 19.15, 11, 2, 30, 43, 73, 1, 40604]
[209, 93.75, 9, 1, 18, 20, 41, 2, 31284]
[210, 54.1, 15, 4, 9, 2, 17, 2, 9141]
[218, 42.3, 10, 5, 16, 0, 23, 2, 51663]
[221, 81.15, 3, 12, 9, 1, 12, 1, 3876]
[222, 1.75, 4, 6, 34, 13, 56, 2, 2643]
[223, 7.58, 7, 10, 36, -32, 27, 1, 144]
[225, 2.48, 4, 7, 36, -10, 51, 2, 2773]
[232, 89.55, 13, 3, 30, 22, 54, 2, 964]
[234, 183.0, 10, 1, 34, 51, 82, 2, 499]
[235, 13.68, 5, 9, 34, -14, 41, 1, 200]
[237, 93.6, 7, 9, 38, -6, 50, 2, 621]
[238, 34.13, 4, 3, 34, 22, 61, 1, 10625]
[239, 11.4, 9, 7, 9, 2, 14, 2, 197]
[242, 9.4, 4, 9, 36, -34, 32, 1, 26]
[244, 259.2, 13, 3, 38, 27, 73, 1, 1421]
[245, 12.48, 12, 2, 38, 20, 73, 1, 94]
[247, 4.45, 6, 17, 38, -22, 37, 2, 166]
[250, 8.03, 13, 2, 14, 11, 29, 1, 51774]
[252, 52.55, 8, 2, 38, 25, 73, 1, 4171]
[253, 4.4, 13, 6, 18, -6, 21, 2, 31868]
[254, 15.93, 6, 18, 34, -28, 28, 1, 10]
[255, 22.8, 10, 2, 34, 20, 66, 2, 6110]
[256, 5.78, 12, 1, 34, 22, 66, 1, 6456]
[257, 28.33, 12, 6, 36, 14, 45, 2, 61]
[260, 29.9, 5, 8, 36, -14, 44, 2, 452]
[262, 3.35, 6, 2, 37, 31, 71, 1, 51930]
[265, 44.9, 13, 1, 26, 26, 61, 2, 62]
[266, 9.48, 4, 6, 32, -23, 14, 2, 4406]
[267, 3.98, 8, 6, 11, 7, 17, 2, 2961]
[269, 17.55, 7, 8, 34, -3, 46, 2, 65]
[271, 1.85, 7, 9, 34, 4, 44, 1, 19780]
[272, 14.9, 7, 15, 11, -7, 7, 2, 2740]
[273, 320.3, 8, 4, 38, 30, 68, 1, 1158]
[275, 4.85, 3, 19, 38, -30, 35, 1, 440]
[276, 84.85, 5, 18, 38, -28, 31, 1, 332]
[279, 43.75, 10, 1, 33, 29, 63, 2, 10481]
[281, 1050.0, 13, 1, 38, 61, 89, 2, 31]
[282, 7.3, 7, 4, 33, 4, 52, 2, 3900]
[288, 29.55, 8, 4, 19, 9, 35, 2, 12100]
[289, 53.8, 7, 6, 46, 13, 69, 1, 990]
[290, 49.9, 7, 17, 38, -28, 35, 2, 1082]
[293, 2.14, 6, 5, 34, 12, 57, 1, 834]
[294, 314.5, 15, 1, 34, 62, 87, 1, 865]
[299, 2.35, 9, 2, 34, 30, 66, 1, 50]
[301, 33.88, 7, 3, 30, 16, 57, 1, 6429]
[306, 36.2, 8, 8, 34, -6, 46, 1, 468]
[308, 0.575, 10, 4, 12, -14, 11, 1, 16439]
[311, 10.2, 11, 4, 16, 3, 27, 1, 6504]
[312, 2.89, 3, 6, 19, 9, 31, 2, 60790]
[314, 3.75, 10, 3, 33, 11, 54, 1, 12817]
[316, 5.07, 6, 2, 30, 23, 60, 2, 18572]
[317, 43.83, 10, 5, 34, 39, 64, 2, 6621]
[318, 5.28, 13, 2, 34, 15, 62, 1, 25731]
[321, 16.11, 8, 10, 36, -32, 31, 2, 2790]
[322, 4.88, 10, 1, 36, 11, 66, 1, 5499]
[324, 17.0, 4, 4, 34, 11, 60, 1, 3237]
[327, 17.0, 4, 3, 36, 5, 50, 1, 24575]
[329, 0.05, 15, 1, 10, 22, 28, 2, 32130]
[330, 102.25, 13, 3, 9, 6, 17, 1, 22736]
[331, 127.7, 9, 7, 38, -5, 53, 1, 368]
[332, 31.55, 9, 3, 38, 21, 65, 1, 3037]
[333, 33.38, 9, 6, 18, 9, 32, 2, 1070]
[336, 234.5, 9, 4, 34, 39, 74, 2, 1075]
[337, 28.9, 4, 17, 46, -11, 53, 2, 1031]
[338, 62.75, 9, 4, 30, 26, 60, 1, 36]
[347, 25.25, 7, 2, 38, 28, 72, 1, 1416]
[349, 15.25, 9, 4, 46, 33, 86, 2, 2262]
[350, 97.38, 10, 2, 46, 34, 91, 2, 1010]
[352, 4.5, 6, 10, 46, 6, 61, 2, 12020]
[353, 13.5, 6, 5, 9, 2, 16, 2, 23777]
[354, 25.38, 7, 13, 34, -14, 40, 1, 1096]
[355, 9.0, 10, 5, 46, 26, 81, 2, 677]
[358, 7.85, 10, 10, 46, 4, 62, 2, 3688]
[362, 0.05, 7, 5, 22, 23, 42, 2, 20999]
[364, 0.565, 1, 17, 34, -46, 16, 2, 1333]
[365, 7.83, 7, 3, 10, 17, 52, 1, 12005]
[366, 76.6, 4, 18, 38, -30, 40, 1, 1050]
[367, 95.2, 6, 12, 38, -8, 49, 2, 131]
[368, 209.0, 4, 11, 38, -7, 49, 2, 331]
[369, 6.4, 1, 11, 22, -15, 16, 1, 1177]
[370, 9.23, 12, 3, 33, 0, 53, 2, 3032]
[371, 118.65, 15, 1, 33, 78, 92, 1, 370]
[373, 1.52, 2, 13, 34, -17, 33, 2, 983]
[377, 11.45, 5, 12, 30, 1, 35, 1, 2311]
[379, 453.3, 9, 14, 38, -13, 40, 1, 281]
[380, 99.68, 6, 15, 38, -14, 42, 1, 130]
[383, 201.6, 11, 2, 34, 49, 75, 2, 610]
[384, 5.95, 8, 5, 38, 0, 59, 2, 11368]
[385, 22.53, 1, 13, 34, -23, 36, 1, 610]
[388, 2.12, 4, 7, 11, -4, 10, 1, 5565]
[389, 3.2, 8, 2, 36, 33, 75, 1, 1171]
[392, 1.28, 5, 15, 34, -21, 36, 2, 67453]
[393, 1.95, 4, 8, 38, -2, 55, 1, 4191]
[398, 274.15, 8, 2, 38, 30, 74, 1, 1025]
[399, 354.9, 8, 19, 38, -30, 31, 1, 543]
[402, 0.3, 13, 1, 33, 66, 80, 2, 706]
[403, 9.4, 8, 4, 38, 28, 68, 1, 9715]
[404, 4.83, 3, 19, 38, -39, 35, 1, 3892]
[405, 466.0, 6, 7, 38, 5, 61, 2, 989]
[408, 20.33, 8, 12, 38, -7, 47, 2, 607]
[409, 222.83, 12, 1, 32, 45, 49, 2, 22384]
[410, 143.05, 10, 12, 38, -1, 46, 1, 9439]
[413, 28.68, 13, 3, 32, 16, 35, 2, 17663]
[415, 78.85, 4, 13, 38, -6, 48, 1, 417]
[416, 169.53, 10, 10, 38, 1, 53, 1, 458]
[417, 235.6, 4, 9, 38, 11, 58, 2, 415]
[418, 860.5, 15, 2, 38, 39, 78, 1, 24]
[419, 93.31, 13, 1, 36, 53, 81, 1, 11194]
[421, 3.23, 9, 1, 11, 4, 21, 2, 1057]
[422, 6.85, 12, 4, 34, 23, 60, 1, 8984]
[428, 13.48, 8, 6, 34, 2, 48, 1, 5689]
[429, 14.45, 10, 5, 25, 7, 44, 2, 1064]
[430, 236.3, 6, 8, 38, 10, 56, 1, 2239]
[432, 35.35, 8, 14, 16, -4, 17, 1, 40058]
[433, 5.05, 7, 6, 36, 6, 50, 1, 20656]
[434, 24.43, 10, 4, 36, 4, 50, 2, 260]
[435, 1.21, 4, 14, 34, -27, 33, 2, 55936]
[438, 2.32, 7, 14, 34, -17, 38, 2, 26957]
[440, 5.35, 4, 16, 38, -11, 41, 2, 275]
[441, 5.28, 13, 3, 26, 16, 52, 2, 37339]
[443, 6.3, 15, 1, 22, 27, 50, 2, 22110]
[447, 44.9, 6, 2, 36, 24, 71, 2, 999]
[448, 15.58, 9, 5, 30, 20, 54, 1, 788]
[449, 119.45, 9, 6, 35, 12, 57, 2, 2832]
[450, 3.83, 9, 4, 30, 6, 47, 1, 24325]
[452, 62.4, 13, 1, 36, 52, 74, 1, 260]
[455, 17.4, 12, 5, 30, 14, 52, 2, 7769]
[456, 3.13, 8, 2, 33, 32, 63, 2, 22559]
[458, 30.9, 4, 9, 38, -1, 49, 1, 5621]
[459, 2.18, 9, 4, 34, 21, 58, 2, 22327]
[463, 0.05, 13, 5, 40, 32, 73, 1, 7249]
[465, 8.63, 6, 6, 33, -11, 44, 1, 3021]
[466, 35.2, 9, 12, 46, -14, 63, 2, 1071]
[467, 21.68, 7, 12, 34, -3, 39, 1, 317]
[468, 18.13, 6, 6, 34, 23, 59, 2, 306]
[472, 27.0, 11, 2, 42, 20, 72, 1, 142]
[473, 3.55, 6, 4, 38, 26, 61, 2, 1316]
[475, 14.8, 8, 12, 34, -3, 42, 1, 3948]
[476, 1.47, 4, 6, 36, 7, 52, 2, 117]
[479, 3.05, 9, 13, 30, -3, 34, 2, 8541]
[485, 2.6, 2, 12, 33, -27, 22, 2, 28990]
[496, 27.7, 5, 2, 10, 14, 25, 1, 5849]
[497, 1.8, 8, 4, 34, 18, 60, 1, 45]
[499, 39.68, 4, 10, 34, -5, 40, 1, 234]
[500, 6.18, 3, 16, 38, -18, 43, 2, 132]
[501, 28.35, 7, 1, 10, 20, 28, 1, 6170]
[502, 2.78, 7, 4, 33, 11, 51, 2, 13611]
[503, 5.05, 8, 10, 30, -3, 36, 2, 22118]
[504, 21.15, 9, 7, 36, -8, 44, 1, 2790]
[506, 420.7, 6, 7, 38, 23, 62, 1, 6574]
[511, 5.2, 12, 1, 36, 26, 63, 1, 2999]
[512, 33.65, 4, 16, 46, 1, 53, 2, 1028]
[518, 1.59, 6, 15, 38, -11, 42, 2, 44290]
[520, 33.5, 5, 8, 34, 4, 50, 2, 968]
[521, 4.12, 2, 13, 30, -18, 24, 2, 2259]
[527, 9.2, 13, 2, 36, 15, 61, 2, 2047]
[530, 0.075, 4, 12, 34, -7, 40, 1, 8468]
[531, 6.35, 6, 4, 14, 9, 23, 1, 14682]
[533, 154.65, 9, 12, 34, -9, 36, 2, 26957]
[535, 3.7, 8, 4, 30, 7, 48, 1, 4641]
[537, 66.2, 13, 1, 9, 9, 21, 1, 35559]
[540, 16.53, 9, 1, 10, 33, 69, 1, 11344]
[541, 9.8, 10, 2, 32, -4, 29, 2, 19578]
[543, 407.2, 6, 13, 38, -27, 41, 2, 399]
[553, 7.5, 1, 12, 26, -26, 18, 2, 265]
[554, 3.29, 8, 4, 37, -2, 44, 1, 7532]
[565, 1.37, 7, 5, 38, 16, 61, 2, 1468]
[568, 15.95, 9, 5, 30, -1, 44, 2, 8607]
[581, 9.13, 5, 4, 14, -1, 16, 2, 60047]
[583, 882.55, 13, 1, 38, 49, 85, 1, 995]
[584, 1.88, 15, 11, 34, -6, 49, 1, 48991]
[585, 84.55, 10, 7, 9, 6, 15, 1, 4773]
[588, 2.0, 11, 2, 26, 25, 47, 1, 83818]
[589, 40.4, 6, 12, 35, -7, 41, 1, 141]
[593, 15.25, 9, 14, 16, -10, 13, 1, 2241]
[595, 12.3, 6, 4, 38, 7, 60, 1, 1080]
[596, 15.63, 5, 15, 16, -14, 13, 2, 6632]
[599, 11.23, 6, 6, 36, -10, 46, 1, 2362]
[601, 20.43, 4, 14, 34, -24, 31, 1, 2727]
[602, 8.0, 10, 3, 16, 14, 33, 2, 28082]
[603, 39.3, 4, 21, 46, -17, 49, 1, 1123]
[605, 29.55, 9, 5, 26, 14, 40, 1, 10694]
[607, 33.03, 4, 8, 38, 1, 49, 1, 408]
[609, 36.95, 5, 10, 9, 4, 13, 2, 60817]
[610, 281.45, 15, 3, 34, 48, 69, 1, 383]
[614, 154.15, 8, 9, 8, 4, 13, 1, 35559]
[615, 0.97, 4, 15, 38, -9, 50, 2, 18488]
[618, 39.0, 6, 8, 38, 6, 53, 2, 2969]
[621, 226.3, 12, 8, 38, 4, 51, 1, 237]
[623, 38.95, 6, 11, 17, -5, 19, 2, 45604]
[625, 5.28, 3, 10, 36, -23, 24, 2, 850]
[626, 40.58, 10, 4, 16, 5, 27, 2, 78435]
[628, 4.6, 4, 6, 33, 3, 45, 2, 1014]
[629, 25.95, 6, 7, 21, 3, 28, 1, 7656]
[630, 12.8, 4, 12, 42, -1, 54, 1, 11972]
[631, 1020.0, 7, 12, 38, -9, 44, 2, 29]
[634, 6.38, 13, 2, 38, 38, 74, 1, 30660]
[641, 55.1, 2, 4, 46, 28, 75, 1, 984]
[642, 6.4, 5, 10, 38, 10, 52, 2, 1269]
[648, 17.3, 7, 10, 42, 5, 57, 2, 1533]
[649, 2.5, 7, 9, 38, -2, 51, 1, 33524]
[651, 0.15, 10, 4, 16, 13, 31, 2, 31346]
[653, 13.43, 4, 9, 26, -11, 26, 2, 3060]
[656, 19.3, 7, 3, 22, 20, 44, 2, 26629]
[660, 104.0, 13, 1, 30, 48, 72, 1, 55686]
[663, 8.7, 10, 5, 18, 13, 31, 1, 23371]
[664, 20.6, 15, 4, 29, 15, 50, 2, 48525]
[667, 98.55, 4, 15, 38, -8, 40, 1, 162]
[669, 43.55, 3, 4, 30, 29, 57, 2, 8819]
[672, 8.18, 2, 15, 19, -6, 23, 2, 23581]
[675, 5.09, 9, 7, 30, 4, 49, 2, 9599]
[677, 16.15, 12, 2, 46, 66, 98, 1, 355]
[678, 14.55, 13, 4, 22, 6, 35, 2, 206]
[679, 87.85, 15, 6, 9, 1, 15, 2, 22785]
[681, 376.0, 7, 4, 38, 16, 71, 2, 2687]
[683, 77.9, 8, 3, 26, 39, 56, 2, 1064]
[687, 27.3, 9, 4, 10, 9, 16, 1, 1101]
[697, 8.38, 8, 7, 30, -4, 38, 2, 197]
[698, 45.35, 10, 14, 46, -1, 59, 2, 3008]
[699, 6.48, 0, 15, 10, -5, 6, 2, 30992]
[701, 4.53, 6, 12, 10, -2, 13, 2, 7944]
[703, 315.85, 7, 16, 38, -30, 38, 2, 762]
[704, 5.55, 4, 4, 38, 16, 61, 1, 22045]
[708, 6.55, 2, 8, 33, -13, 41, 1, 24032]
[709, 7.38, 5, 11, 33, -17, 33, 1, 1391]
[710, 6.3, 6, 2, 36, 19, 67, 2, 6248]
[711, 0.175, 2, 16, 34, -20, 33, 1, 9109]
[712, 2.51, 9, 2, 34, 25, 63, 2, 24078]
[713, 7.7, 9, 6, 11, 4, 16, 2, 74221]
[714, 113.7, 3, 19, 38, -17, 37, 2, 940]
[715, 7.18, 5, 4, 30, 4, 48, 2, 1322]
[720, 279.3, 12, 2, 34, 51, 85, 1, 7179]
[723, 8.5, 6, 3, 38, 17, 70, 2, 1426]
[724, 14.3, 3, 14, 34, -29, 36, 2, 202]
[730, 6.9, 9, 9, 30, -6, 38, 1, 967]
[738, 30.85, 8, 1, 38, 27, 75, 1, 1290]
[739, 0.72, 5, 8, 26, 6, 37, 1, 27113]
[743, 0.475, 4, 4, 11, 5, 17, 2, 46779]
[747, 0.8, 4, 3, 33, 13, 58, 1, 5299]
[749, 103.3, 4, 14, 38, -12, 43, 1, 2722]
[750, 27.05, 9, 9, 38, 13, 52, 1, 10004]
[751, 0.595, 2, 8, 17, -12, 15, 1, 6365]
[752, 3.95, 6, 20, 38, -42, 32, 2, 4795]
[759, 10.55, 8, 15, 34, -13, 38, 2, 168]
[762, 501.9, 6, 4, 38, 35, 71, 1, 703]
[767, 1.33, 6, 11, 34, -5, 46, 2, 92]
[776, 39.15, 13, 20, 9, -12, 3, 1, 98532]
[786, 9.48, 5, 8, 25, 1, 35, 2, 10586]
[788, 7.35, 2, 10, 30, -9, 31, 2, 448]
[789, 0.86, 8, 13, 30, -10, 32, 2, 20118]
[790, 11.25, 7, 3, 36, 27, 62, 1, 10695]
[798, 14.68, 6, 15, 34, -39, 32, 2, 133]
[800, 329.5, 11, 5, 38, 18, 64, 2, 1038]
[801, 11.9, 3, 14, 11, -3, 7, 2, 37609]
[804, 3.14, 10, 16, 30, -18, 27, 1, 13726]
[810, 6.79, 4, 8, 26, -3, 30, 1, 1017]
[813, 38.63, 10, 5, 16, 9, 24, 2, 25467]
[814, 6.39, 4, 13, 30, -25, 32, 1, 941]
[819, 9.23, 5, 4, 14, 3, 24, 2, 101951]
[820, 6.0, 5, 14, 36, -9, 38, 1, 12374]
[825, 0.125, 4, 17, 34, -30, 26, 2, 50814]
[826, 184.1, 11, 2, 38, 39, 84, 1, 3911]
[828, 21.88, 10, 5, 15, 8, 28, 2, 6631]
[829, 14.9, 9, 6, 26, 9, 41, 2, 429]
[830, 21.95, 2, 26, 19, -10, 18, 1, 7097]
[833, 2.45, 2, 18, 36, -32, 23, 2, 7160]
[834, 1.16, 10, 6, 34, 7, 56, 2, 10685]
[839, 15.08, 4, 18, 38, -12, 39, 2, 1390]
[840, 4.83, 6, 11, 26, -16, 21, 2, 429]
[850, 4.93, 12, 5, 36, 10, 56, 1, 625]
[851, 3.78, 9, 9, 34, 3, 48, 1, 69]
[853, 2.3, 9, 3, 30, 48, 67, 1, 2049]
[855, 21.55, 7, 6, 38, 5, 55, 1, 3166]
[861, 22.13, 13, 7, 1, -1, 0, 1, 14806]
[865, 33.5, 7, 8, 22, 3, 28, 1, 5724]
[866, 24.25, 8, 4, 1, 0, 1, 1, 10663]
[868, 29.95, 3, 11, 35, -9, 42, 1, 2293]
[871, 0.15, 13, 3, 26, 22, 53, 1, 26197]
[873, 299.5, 8, 11, 38, -9, 45, 1, 11]
[875, 8.03, 5, 3, 26, 7, 42, 2, 5551]
[897, 8.9, 8, 4, 38, 24, 67, 1, 12605]
[899, 3.7, 8, 16, 46, -3, 55, 1, 2577]
[902, 2.81, 6, 15, 30, -14, 28, 1, 57460]
[903, 13.0, 7, 5, 33, -3, 44, 1, 2575]
[920, 3.25, 10, 2, 19, 15, 35, 1, 48325]
[924, 15.33, 5, 15, 35, -20, 38, 1, 449]
[928, 13.5, 5, 14, 19, -4, 23, 2, 1775]
[931, 246.9, 7, 10, 38, 2, 52, 1, 31]
[932, 72.7, 5, 8, 30, 8, 45, 1, 49702]
[935, 0.2, 13, 2, 29, 50, 66, 2, 307]
[937, 10.43, 5, 6, 19, 9, 30, 1, 22171]
[938, 6.53, 8, 6, 36, 7, 49, 2, 1277]
[940, 146.2, 6, 13, 38, -10, 43, 1, 714]
[941, 30.45, 13, 3, 30, 26, 57, 2, 1008]
[943, 13.18, 1, 18, 16, -22, 12, 1, 1066]
[947, 0.05, 13, 1, 22, 23, 50, 1, 1842]
[952, 10.55, 7, 14, 30, -12, 27, 2, 41278]
[964, 160.0, 11, 1, 30, 54, 70, 1, 232]
[965, 8.73, 7, 5, 22, -1, 36, 2, 1230]
[967, 6.41, 12, 5, 30, 9, 53, 2, 730]
[968, 28.05, 3, 7, 34, 8, 51, 1, 520]
[969, 115.4, 6, 12, 38, 3, 50, 1, 1095]
[970, 7.25, 6, 9, 26, -10, 29, 2, 36100]
[972, 0.25, 6, 22, 46, -25, 40, 2, 2964]
[978, 78.3, 10, 19, 8, -5, 6, 1, 4907]
[979, 9.73, 15, 1, 34, 39, 79, 1, 7119]
[982, 5.28, 6, 14, 34, -11, 39, 1, 7179]
[983, 6.88, 7, 3, 34, 42, 69, 1, 373]
[984, 62.3, 8, 9, 46, 6, 66, 2, 641]
[985, 859.2, 12, 3, 38, 15, 75, 1, 1237]
[986, 7.3, 7, 20, 46, -27, 46, 1, 991]
[987, 9.38, 9, 8, 33, -4, 37, 1, 8780]
[988, 6.9, 7, 19, 46, -7, 47, 2, 22]
